task_id,task_text,task_source,sector,expected_answer_hint,risk_class,difficulty_label
es-019,公平竞争审查制度对地方政府招商引资条款的影响？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.samr.gov.cn/bw/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-020,商业秘密保护行政执法与民事诉讼救济路径比较？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.chinatax.gov.cn/chinatax/n810341/n810755/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,high,medium
es-021,企业标准自我声明公开与强制性标准关系如何说明？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.miit.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-022,强制性产品认证目录调整对企业合规的影响？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.miit.gov.cn/gxsj/index.html,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-023,缺陷产品召回信息发布与消费者权益保护衔接？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.miit.gov.cn/zwgk/zcwj/wjfb/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-024,价格监督检查中明码标价违法行为常见情形？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mof.gov.cn/zhengwuxinxi/caizhengxinwen/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-025,广告绝对化用语执法中的合理例外如何提示企业？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.mee.gov.cn/ywgt/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-026,互联网平台“二选一”行为反垄断风险点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.sac.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,high,medium
es-027,数据造假骗取财政补贴可能涉及的法律责任类型？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.cnca.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
es-028,政府采购供应商资格条件设置的合规底线？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,https://www.stats.gov.cn/,enterprise support,以 task_source 政策发布与当年有效文件为准；涉税涉证事项以主管税务机关解释为准。,medium,medium
