task_id,policy_id,run_id,annotator_id,quality_score,correctness_score,completeness_score,risk_score,hallucination_flag,human_time_base_min,human_time_ai_min,review_effort_min,notes
edu-018,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
edu-019,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
edu-020,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
es-001,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-002,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-003,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-004,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
es-005,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,4,9,3,0,25,10,5,
es-006,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,1,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-007,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,2,9,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-008,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-009,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
es-010,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,6,9,3,0,25,10,5,
es-011,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
es-012,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,4,9,3,0,25,10,5,
es-013,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
es-014,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,7,7,3,0,25,10,5,
es-015,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-016,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-017,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,1,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-018,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-019,pl_glm_47,glm_batch_final,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
es-019,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
es-020,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
es-021,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-022,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-023,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-024,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-025,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,1,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-026,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,2,9,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-027,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,1,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-028,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,4,9,3,0,25,10,5,
es-029,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-030,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,1,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-031,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
es-032,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,5,7,3,0,25,10,5,
es-033,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-034,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,6,9,3,0,25,10,5,
es-035,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-036,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-037,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
es-038,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-039,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-040,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-041,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,5,9,3,0,25,10,5,
es-042,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,5,9,3,0,25,10,5,
es-043,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
es-044,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,2,9,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-045,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-046,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,6,9,3,0,25,10,5,
es-047,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-048,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-049,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
es-050,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,2,9,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-051,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,2,9,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-052,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
es-053,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,9,7,3,0,25,10,5,回答质量优秀；
es-054,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,8,7,3,0,25,10,5,
es-055,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-056,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,2,9,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-057,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,8,7,3,0,25,10,5,
es-058,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,6,9,3,0,25,10,5,包含免责声明，保守评分；
es-059,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,2,9,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-060,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,8,7,3,0,25,10,5,
es-061,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-062,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
es-063,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,2,0,4,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-064,pl_glm_47,glm_batch_balance,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
es-064,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,7,7,3,0,25,10,5,
es-065,pl_glm_47,glm_batch_balance,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-065,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
es-066,pl_glm_47,glm_batch_balance,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
es-066,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,8,9,3,0,25,10,5,回答质量优秀；
es-067,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,4,9,3,0,25,10,5,
es-068,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
es-069,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,6,7,3,0,25,10,5,
es-070,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
mfg-001,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,8,7,3,0,25,10,5,
mfg-002,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,6,7,3,0,25,10,5,包含免责声明，保守评分；
mfg-003,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,6,7,3,0,25,10,5,
mfg-004,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,6,7,3,0,25,10,5,
mfg-005,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
mfg-006,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
mfg-007,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,9,7,3,0,25,10,5,回答质量优秀；
mfg-008,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
mfg-009,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
mfg-010,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,5,7,3,0,25,10,5,
mfg-011,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,5,7,3,0,25,10,5,
mfg-012,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,5,7,3,0,25,10,5,
mfg-013,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
mfg-014,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,8,9,3,0,25,10,5,回答质量优秀；
mfg-015,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,5,7,3,0,25,10,5,
mfg-016,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
mfg-017,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
mfg-018,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,6,7,3,0,25,10,5,
mfg-019,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,6,9,3,0,25,10,5,
mfg-020,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
mfg-021,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,5,7,3,0,25,10,5,
mfg-022,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
mfg-023,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
mfg-024,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,6,9,3,0,25,10,5,
mfg-025,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
mfg-026,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
mfg-027,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,7,7,3,0,25,10,5,
mfg-028,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
mfg-029,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,7,6,9,3,0,25,10,5,
mfg-030,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-001,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-002,pl_glm_47,glm_batch_v4,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
ps-002,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,7,6,9,3,0,25,10,5,
ps-003,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,8,8,9,3,0,25,10,5,回答质量优秀；
ps-004,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-005,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-006,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,7,6,9,3,0,25,10,5,
ps-007,pl_glm_47,glm_batch_v4,claude_auto_evaluation,7,6,9,3,0,25,10,5,
ps-007,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-008,pl_glm_47,glm_batch_v4,claude_auto_evaluation,4,1,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-008,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-009,pl_glm_47,glm_batch_v4,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-009,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,6,6,7,3,0,25,10,5,
ps-010,pl_glm_47,glm_batch_v4,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-010,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-011,pl_glm_47,glm_batch_v4,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-011,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-012,pl_glm_47,glm_batch_v4,claude_auto_evaluation,7,8,7,3,0,25,10,5,
ps-012,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,6,5,7,3,0,25,10,5,
ps-013,pl_glm_47,glm_batch_v4,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-013,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-014,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,6,5,7,3,0,25,10,5,
ps-015,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-016,pl_glm_47,glm_batch_v4,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-016,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,8,8,9,3,0,25,10,5,回答质量优秀；
ps-017,pl_glm_47,glm_batch_v4,claude_auto_evaluation,7,7,7,3,0,25,10,5,
ps-017,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-018,pl_glm_47,glm_batch_v4,claude_auto_evaluation,7,7,7,3,0,25,10,5,
ps-018,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-019,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,7,5,9,3,0,25,10,5,
ps-020,pl_glm_47,glm_batch_v4,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-020,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-021,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,7,8,7,3,0,25,10,5,
ps-022,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-023,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,7,7,7,3,0,25,10,5,
ps-024,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
ps-025,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,6,5,7,3,0,25,10,5,
ps-026,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-027,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-028,pl_glm_47,glm_batch_v4,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
ps-028,pl_glm_47_flashx,glm_batch_v4,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-029,pl_glm_47,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-029,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,7,5,9,3,0,25,10,5,
ps-030,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-031,pl_glm_47,glm_batch_v3,claude_auto_evaluation,7,8,7,3,0,25,10,5,
ps-031,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-032,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-033,pl_glm_47,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-033,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
ps-034,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,7,5,9,3,0,25,10,5,
ps-035,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,6,6,7,3,0,25,10,5,
ps-036,pl_glm_47,glm_batch_v3,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-036,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-037,pl_glm_47,glm_batch_v3,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
ps-037,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-038,pl_glm_47,glm_batch_v3,claude_auto_evaluation,8,8,9,3,0,25,10,5,回答质量优秀；
ps-038,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-039,pl_glm_47,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-039,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,7,8,7,3,0,25,10,5,
ps-040,pl_glm_47,glm_batch_v3,claude_auto_evaluation,5,4,7,3,0,25,10,5,回答质量有待提高；
ps-040,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,4,2,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-041,pl_glm_47_flashx,glm_batch,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-042,pl_glm_47,glm_batch_v3,claude_auto_evaluation,5,5,5,3,0,25,10,5,回答质量有待提高；
ps-042,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-043,pl_glm_47,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-043,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,8,8,9,3,0,25,10,5,回答质量优秀；
ps-044,pl_glm_47,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-044,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
ps-045,pl_glm_47,glm_batch_v3,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-045,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
ps-046,pl_glm_47,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-046,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-047,pl_glm_47,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-047,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,8,7,9,3,0,25,10,5,回答质量优秀；
ps-048,pl_glm_47,glm_batch_v3,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-048,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,5,3,7,3,1,25,10,5,存在明显错误或无法回答；回答质量有待提高；
ps-049,pl_glm_47,glm_batch_v3,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-049,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-050,pl_glm_47,glm_batch_v3,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-050,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,6,4,9,3,0,25,10,5,
ps-051,pl_glm_47,glm_batch_v3,claude_auto_evaluation,9,9,9,3,0,25,10,5,回答质量优秀；
ps-051,pl_glm_47_flashx,glm_batch_v3,claude_auto_evaluation,6,3,9,3,1,25,10,5,存在明显错误或无法回答；
ps-052,pl_glm_47,glm_batch_v3,claude_auto_evaluation,7,5,9,3,0,25,10,5,
