task_id,policy_id,run_id,annotator_id,quality_score,correctness_score,completeness_score,risk_score,hallucination_flag,human_time_base_min,human_time_ai_min,review_effort_min,notes
ceval-007,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 46字符
ceval-007,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 120字符
ceval-008,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 142字符
ceval-008,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 109字符
ceval-009,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 85字符
ceval-009,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 98字符
ceval-010,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 82字符
ceval-010,pl_deepseek_pro,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 9字符
ceval-011,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 117字符
ceval-011,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,5,5,0,5,6,3,AI自动标注 - 响应长度: 129字符
ceval-012,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 81字符
ceval-012,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,7,5,0,5,7,3,AI自动标注 - 响应长度: 217字符
ceval-013,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 63字符
ceval-013,pl_deepseek_pro,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 10字符
ceval-014,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 51字符
ceval-014,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 63字符
ceval-015,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 36字符
ceval-015,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,9,5,0,5,7,3,AI自动标注 - 响应长度: 298字符
ceval-016,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,6,0,5,6,3,AI自动标注 - 响应长度: 73字符
ceval-016,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,6,0,5,6,3,AI自动标注 - 响应长度: 62字符
ceval-017,pl_deepseek_flash,ds_batch,assistant_demo_v1,6,6,4,5,0,5,6,3,AI自动标注 - 响应长度: 169字符
ceval-017,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,7,8,6,0,5,7,3,AI自动标注 - 响应长度: 304字符
ceval-018,pl_deepseek_flash,ds_batch,assistant_demo_v1,6,6,3,6,0,5,6,3,AI自动标注 - 响应长度: 152字符
ceval-018,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,7,8,6,0,5,7,3,AI自动标注 - 响应长度: 261字符
ceval-019,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 109字符
ceval-019,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 147字符
ceval-020,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 102字符
ceval-020,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,8,5,0,5,7,3,AI自动标注 - 响应长度: 216字符
ceval-021,pl_deepseek_flash,ds_batch,assistant_demo_v1,2,2,2,6,0,5,6,3,AI自动标注 - 响应长度: 27字符
ceval-021,pl_deepseek_pro,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 1字符
ceval-022,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 124字符
ceval-022,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,8,5,0,5,7,3,AI自动标注 - 响应长度: 224字符
ceval-023,pl_deepseek_flash,ds_batch,assistant_demo_v1,6,6,4,5,0,5,6,3,AI自动标注 - 响应长度: 156字符
ceval-023,pl_deepseek_pro,ds_batch,assistant_demo_v1,6,6,4,5,0,5,6,3,AI自动标注 - 响应长度: 199字符
ceval-024,pl_deepseek_flash,ds_batch,assistant_demo_v1,7,8,8,5,0,5,7,3,AI自动标注 - 响应长度: 328字符
ceval-024,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,8,5,0,5,7,3,AI自动标注 - 响应长度: 361字符
ceval-025,pl_deepseek_flash,ds_batch,assistant_demo_v1,7,8,7,5,0,5,7,3,AI自动标注 - 响应长度: 241字符
ceval-025,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,7,8,6,0,5,7,3,AI自动标注 - 响应长度: 272字符
ceval-026,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,4,5,1,5,6,3,AI自动标注 - 响应长度: 124字符
ceval-026,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,10,5,1,5,7,3,AI自动标注 - 响应长度: 392字符
ceval-027,pl_deepseek_flash,ds_batch,assistant_demo_v1,2,2,2,4,0,5,6,3,AI自动标注 - 响应长度: 29字符
ceval-027,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,6,5,0,5,6,3,AI自动标注 - 响应长度: 141字符
ceval-028,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 7字符
ceval-028,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 99字符
ceval-029,pl_deepseek_flash,ds_batch,assistant_demo_v1,6,6,4,5,0,5,6,3,AI自动标注 - 响应长度: 151字符
ceval-029,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 143字符
ceval-030,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 56字符
ceval-030,pl_deepseek_pro,ds_batch,assistant_demo_v1,6,6,4,5,0,5,6,3,AI自动标注 - 响应长度: 195字符
ceval-031,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 121字符
ceval-031,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 109字符
ceval-032,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 44字符
ceval-033,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 72字符
ceval-033,pl_deepseek_pro,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 33字符
ceval-034,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 148字符
ceval-034,pl_deepseek_pro,ds_batch,assistant_demo_v1,6,6,3,5,0,5,6,3,AI自动标注 - 响应长度: 173字符
ceval-035,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 44字符
ceval-035,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 106字符
ceval-036,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 78字符
ceval-036,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 75字符
ceval-037,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 13字符
ceval-037,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,8,5,0,5,7,3,AI自动标注 - 响应长度: 283字符
ceval-038,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 38字符
ceval-038,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,8,5,0,5,7,3,AI自动标注 - 响应长度: 207字符
ceval-039,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 87字符
ceval-039,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 122字符
ceval-040,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 48字符
ceval-040,pl_deepseek_pro,ds_batch,assistant_demo_v1,6,6,5,5,0,5,6,3,AI自动标注 - 响应长度: 179字符
ceval-041,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 4字符
ceval-041,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 68字符
ceval-042,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 34字符
ceval-042,pl_deepseek_pro,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 31字符
ceval-043,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 6字符
ceval-043,pl_deepseek_pro,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 6字符
ceval-044,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 11字符
ceval-044,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 73字符
ceval-045,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 37字符
ceval-045,pl_deepseek_pro,ds_batch,assistant_demo_v1,6,6,5,5,0,5,6,3,AI自动标注 - 响应长度: 179字符
cmmlu-001,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 135字符
cmmlu-001,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 140字符
cmmlu-002,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 49字符
cmmlu-002,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 124字符
cmmlu-003,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 58字符
cmmlu-003,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 130字符
cmmlu-004,pl_deepseek_flash,ds_batch,assistant_demo_v1,2,2,2,4,0,5,6,3,AI自动标注 - 响应长度: 22字符
cmmlu-004,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 47字符
cmmlu-005,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 49字符
cmmlu-005,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 121字符
cmmlu-006,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 46字符
cmmlu-006,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 54字符
cmmlu-007,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 90字符
cmmlu-008,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 47字符
cmmlu-008,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 107字符
cmmlu-009,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 51字符
cmmlu-009,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,5,5,0,5,6,3,AI自动标注 - 响应长度: 137字符
cmmlu-010,pl_deepseek_flash,ds_batch,assistant_demo_v1,2,2,2,4,0,5,6,3,AI自动标注 - 响应长度: 22字符
cmmlu-010,pl_deepseek_pro,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 4字符
cmmlu-011,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 47字符
cmmlu-011,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 64字符
cmmlu-012,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 38字符
cmmlu-012,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 78字符
cmmlu-013,pl_deepseek_flash,ds_batch,assistant_demo_v1,2,2,2,4,0,5,6,3,AI自动标注 - 响应长度: 25字符
cmmlu-013,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 70字符
cmmlu-014,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 32字符
cmmlu-014,pl_deepseek_pro,ds_batch,assistant_demo_v1,2,2,2,4,0,5,6,3,AI自动标注 - 响应长度: 22字符
cmmlu-015,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 37字符
cmmlu-015,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 66字符
cmmlu-016,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 3字符
cmmlu-016,pl_deepseek_pro,ds_batch,assistant_demo_v1,6,6,4,5,0,5,6,3,AI自动标注 - 响应长度: 160字符
cmmlu-017,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,3,5,1,5,6,3,AI自动标注 - 响应长度: 119字符
cmmlu-017,pl_deepseek_pro,ds_batch,assistant_demo_v1,6,6,5,5,1,5,6,3,AI自动标注 - 响应长度: 197字符
cmmlu-018,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 34字符
cmmlu-018,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 48字符
cmmlu-019,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 93字符
cmmlu-020,pl_deepseek_flash,ds_batch,assistant_demo_v1,2,2,2,4,0,5,6,3,AI自动标注 - 响应长度: 24字符
cmmlu-020,pl_deepseek_pro,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 32字符
cmmlu-021,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 36字符
cmmlu-021,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 95字符
cmmlu-022,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 46字符
cmmlu-022,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 67字符
cmmlu-023,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 91字符
cmmlu-023,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 92字符
cmmlu-024,pl_deepseek_flash,ds_batch,assistant_demo_v1,2,2,2,4,0,5,6,3,AI自动标注 - 响应长度: 24字符
cmmlu-024,pl_deepseek_pro,ds_batch,assistant_demo_v1,6,6,7,5,0,5,6,3,AI自动标注 - 响应长度: 152字符
cmmlu-025,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 81字符
cmmlu-026,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 114字符
cmmlu-026,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,9,5,0,5,7,3,AI自动标注 - 响应长度: 267字符
cmmlu-027,pl_deepseek_flash,ds_batch,assistant_demo_v1,6,6,4,6,0,5,6,3,AI自动标注 - 响应长度: 151字符
cmmlu-027,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,6,0,5,6,3,AI自动标注 - 响应长度: 143字符
cmmlu-028,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 30字符
cmmlu-028,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 69字符
cmmlu-029,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 83字符
cmmlu-029,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,8,5,0,5,7,3,AI自动标注 - 响应长度: 287字符
cmmlu-030,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 11字符
cmmlu-030,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,5,5,0,5,6,3,AI自动标注 - 响应长度: 103字符
cmmlu-031,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 68字符
cmmlu-031,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,5,5,0,5,6,3,AI自动标注 - 响应长度: 76字符
cmmlu-032,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 44字符
cmmlu-032,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 141字符
cmmlu-033,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 49字符
cmmlu-033,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 66字符
cmmlu-034,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 61字符
cmmlu-034,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,9,5,0,5,7,3,AI自动标注 - 响应长度: 243字符
cmmlu-035,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 79字符
cmmlu-035,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 144字符
cmmlu-036,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 87字符
cmmlu-036,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 77字符
cmmlu-037,pl_deepseek_flash,ds_batch,assistant_demo_v1,7,8,9,5,0,5,7,3,AI自动标注 - 响应长度: 204字符
cmmlu-038,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 32字符
cmmlu-038,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 72字符
cmmlu-039,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 43字符
cmmlu-039,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,4,5,0,5,6,3,AI自动标注 - 响应长度: 58字符
cmmlu-040,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 5字符
cmmlu-040,pl_deepseek_pro,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 76字符
cmmlu-041,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 82字符
cmmlu-041,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,9,5,0,5,7,3,AI自动标注 - 响应长度: 267字符
cmmlu-042,pl_deepseek_flash,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 134字符
cmmlu-042,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,7,5,0,5,7,3,AI自动标注 - 响应长度: 202字符
cmmlu-043,pl_deepseek_flash,ds_batch,assistant_demo_v1,3,3,3,4,0,5,6,3,AI自动标注 - 响应长度: 36字符
cmmlu-043,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,3,5,0,5,6,3,AI自动标注 - 响应长度: 112字符
cmmlu-044,pl_deepseek_flash,ds_batch,assistant_demo_v1,4,4,3,5,0,5,6,3,AI自动标注 - 响应长度: 81字符
cmmlu-044,pl_deepseek_pro,ds_batch,assistant_demo_v1,5,5,4,5,0,5,6,3,AI自动标注 - 响应长度: 119字符
cmmlu-045,pl_deepseek_flash,ds_batch,assistant_demo_v1,1,1,1,3,0,5,6,3,AI自动标注 - 响应长度: 8字符
cmmlu-045,pl_deepseek_pro,ds_batch,assistant_demo_v1,7,8,9,5,0,5,7,3,AI自动标注 - 响应长度: 314字符
code-001,pl_deepseek_flash,ds_batch,assistant_demo_v1,7,8,8,5,1,20,22,10,AI自动标注 - 响应长度: 387字符
